Per 100 inhabitants, 46, 79, 88, 101, 119, 125, 135, 139

British Virgin Islands, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 0, 23, 47, 48, 47, 49, 53, 48

Per 100 inhabitants, 0, 89, 177, 175, 168, 173, 188, 170

Brunei Darussalam, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 233, 399, 413, 435, 443, 470, 469, 466

Per 100 inhabitants, 63, 103, 105, 109, 109, 114, 112, 110

Bulgaria, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 6245, 10429, 10455, 10200, 10475, 10781, 10487, 9871

Per 100 inhabitants, 81, 139, 140, 138, 143, 148, 145, 138

Burkina Faso, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 634, 3024, 3824, 5708, 7682, 9976, 11241, 12496

Per 100 inhabitants, 5, 21, 25, 37, 48, 61, 66, 72

Burundi, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 153, 481, 921, 1678, 1915, 2247, 2537, 3193

Per 100 inhabitants, 2, 6, 10, 18, 20, 23, 25, 30

Cabo Verde, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 82, 278, 291, 372, 396, 425, 499, 613

Per 100 inhabitants, 17, 57, 60, 76, 81, 86, 100, 122

Cambodia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1062, 4237, 6268, 8151, 13757, 19105, 20265, 23900

Per 100 inhabitants, 8, 30, 44, 57, 94, 129, 134, 155

Cameroon, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2253, 6161, 8004, 8637, 10487, 13108, 15665, 17270

Per 100 inhabitants, 12, 31, 40, 42, 50, 60, 70, 76

Canada, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 17017, 22093, 23812, 25825, 26840, 27720, 28360, 29480

Per 100 inhabitants, 53, 66, 71, 76, 78, 80, 81, 83

Cayman Islands15, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 81, 98, 109, 101, 97, 99, 98, 91

Per 100 inhabitants, 166, 186, 200, 181, 171, 172, 168, 154

Central African Rep., 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 100, 570, 864, 979, 992, 1143, 1360, 1477

Per 100 inhabitants, 3, 14, 20, 23, 22, 25, 29, 31

Chad, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 210, 1600, 2281, 2875, 3666, 4402, 4561, 5252

Per 100 inhabitants, 2, 15, 20, 25, 30, 35, 36, 40

Chile, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 10570, 14797, 16450, 19852, 22315, 23941, 23661, 23683

Per 100 inhabitants, 65, 88, 97, 116, 129, 137, 134, 133

China, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 393406, 641245, 747214, 859003, 986253, 1112155, 1229113, 1286093

Per 100 inhabitants, 30, 48, 55, 63, 72, 81, 89, 92

"China,  Hong Kong SAR", 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 8544, 11580, 12597, 13794, 15293, 16388, 17098, 17372

Per 100 inhabitants, 124, 166, 180, 196, 216, 229, 237, 239

"China,  Macao SAR", 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 533, 933, 1037, 1122, 1353, 1613, 1722, 1856

Per 100 inhabitants, 114, 184, 199, 210, 248, 290, 304, 323

Colombia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 21850, 41365, 42160, 44478, 46200, 49066, 50295, 55331

Per 100 inhabitants, 51, 92, 92, 96, 98, 103, 104, 113

Comoros, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 16, 92, 123, 165, 216, 284, 348, 383

Per 100 inhabitants, 3, 14, 18, 24, 31, 40, 47, 51

Congo, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 558, 1807, 2948, 3719, 3885, 4283, 4660, 4930

Per 100 inhabitants, 16, 47, 74, 90, 92, 99, 105, 108

Costa Rica, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1101, 1887, 1950, 3128, 4153, 5378, 7112, 7102

Per 100 inhabitants, 25, 42, 42, 67, 88, 112, 146, 144

Cote d'Ivoire, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2349, 10449, 13184, 15599, 17344, 18100, 19391, 22105

Per 100 inhabitants, 14, 57, 71, 82, 89, 91, 95, 106

Croatia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 3650, 4555, 4675, 4928, 5115, 4971, 4721, 4461

Per 100 inhabitants, 83, 104, 107, 114, 118, 115, 110, 104

Cuba, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 136, 332, 621, 1003, 1315, 1682, 1996, 2531

Per 100 inhabitants, 1, 3, 6, 9, 12, 15, 18, 22

Cyprus, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 783, 1017, 978, 1034, 1091, 1111, 1100, 1111

Per 100 inhabitants, 76, 94, 90, 94, 98, 98, 96, 96

Czech Republic, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 11776, 13780, 13063, 12934, 13168, 13522, 13670, 13966

Per 100 inhabitants, 115, 132, 125, 123, 124, 127, 128, 130

Dem. P. R. Korea, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 0, 0, 69, 432, 1000, 1700, 2420, 2800

Per 100 inhabitants, 0, 0, 0, 2, 4, 7, 10, 11

Dem. Rep. of the Congo, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2746, 9938, 9459, 11820, 15645, 20093, 28232, 37103

Per 100 inhabitants, 5, 17, 16, 19, 24, 31, 42, 53

Denmark, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 5449, 6557, 6834, 6421, 7173, 7293, 7143, 7104

Per 100 inhabitants, 101, 119, 124, 116, 129, 130, 127, 126

Djibouti, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 44, 113, 129, 166, 193, 212, 244, 287

Per 100 inhabitants, 6, 14, 16, 20, 23, 25, 28, 32

Dominica, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 52, 91, 99, 106, 109, 109, 94, 92

Per 100 inhabitants, 74, 128, 139, 148, 153, 152, 130, 127

Dominican Republic, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 3623, 7210, 8630, 8893, 8771, 8934, 9200, 8304

Per 100 inhabitants, 39, 74, 87, 89, 86, 87, 88, 79

Ecuador, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 6246, 11684, 13242, 14781, 15333, 16457, 16626, 16606

Per 100 inhabitants, 45, 81, 90, 99, 101, 106, 106, 104

Egypt, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 13630, 41287, 55352, 70661, 83425, 96799, 99705, 95316

Per 100 inhabitants, 19, 55, 72, 91, 105, 120, 122, 114

El Salvador, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2412, 6951, 7566, 7700, 8316, 8649, 8992, 9194

Per 100 inhabitants, 40, 113, 122, 124, 133, 137, 142, 144

Equatorial Guinea, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 97, 180, 200, 399, 479, 501, 511, 517

Per 100 inhabitants, 16, 27, 30, 57, 67, 68, 67, 66

Eritrea, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 40, 109, 141, 185, 242, 305, 355, 417

Per 100 inhabitants, 1, 2, 3, 3, 4, 5, 6, 6

Estonia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1445, 1624, 1571, 1653, 1863, 2071, 2055, 2063

Per 100 inhabitants, 109, 124, 121, 127, 144, 160, 160, 161

Ethiopia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 411, 1955, 4052, 6854, 14127, 20524, 25647, 30490

Per 100 inhabitants, 1, 2, 5, 8, 16, 22, 27, 32

Falkland Is. (Malvinas), 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1, 3, 3, 3, 3, 3, 4, 4

Per 100 inhabitants, 26, 100, 108, 108, 109, 114, 119, 137

Faroe Islands, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 42, 55, 57, 59, 58, 59, 60, 61

Per 100 inhabitants, 86, 111, 115, 120, 118, 119, 121, 124

Fiji, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 205, 600, 640, 698, 727, 859, 930, 876

Per 100 inhabitants, 25, 71, 75, 81, 84, 98, 106, 99

Finland, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 5270, 6830, 7700, 8390, 8940, 93203, 7411, 7603

Per 100 inhabitants, 100, 128, 144, 156, 166, 1726, 137, 140

France, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 48088, 57972, 57918, 57785, 59816, 62260, 63324, 64875

Per 100 inhabitants, 78, 93, 92, 91, 94, 97, 99, 100

French Polynesia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 120, 187, 208, 216, 223, 226, 237, 240

Per 100 inhabitants, 47, 71, 78, 81, 82, 83, 86, 86

Gabon, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 737, 1300, 1450, 1610, 2370, 2930, 3590, 3600

Per 100 inhabitants, 53, 88, 95, 103, 149, 179, 215, 210

Gambia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 247, 1166, 1313, 1478, 1401, 1526, 1849, 2284

Per 100 inhabitants, 17, 74, 81, 88, 81, 85, 100, 120

Georgia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1174, 2755, 2837, 3978, 4430, 4699, 4993, 5401

Per 100 inhabitants, 26, 62, 64, 91, 101, 108, 115, 125

Germany, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 79271, 105523, 105000, 88400, 90900, 92400, 100034, 99529

Per 100 inhabitants, 95, 127, 126, 106, 110, 112, 121, 120

Ghana, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2875, 11570, 15109, 17437, 21166, 25618, 28026, 30361

Per 100 inhabitants, 13, 50, 64, 72, 85, 101, 108, 115

Gibraltar, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 20, 26, 29, 30, 33, 35, 0, 38

Per 100 inhabitants, 69, 89, 98, 103, 111, 119, 0, 130

Greece, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 10260, 13799, 13295, 12293, 12128, 13360, 13000, 12793

Per 100 inhabitants, 93, 125, 120, 111, 109, 120, 117, 115

Greenland, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 46, 56, 53, 57, 59, 59, 60, 61

Per 100 inhabitants, 82, 98, 95, 101, 104, 105, 106, 106

Grenada, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 47, 60, 114, 122, 121, 130, 133, 135

Per 100 inhabitants, 46, 58, 110, 117, 115, 123, 126, 127

Guatemala, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4510, 14949, 17307, 18068, 19479, 20787, 21716, 16912

Per 100 inhabitants, 36, 110, 124, 126, 132, 138, 140, 107

Guinea, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 189, 2750, 3489, 4000, 4861, 5585, 7436, 8684

Per 100 inhabitants, 2, 27, 33, 37, 44, 49, 63, 72

Guinea-Bissau, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 99, 500, 560, 677, 733, 1049, 940, 1108

Per 100 inhabitants, 7, 33, 36, 43, 45, 63, 55, 63

Guyana, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 281, 448, 489, 560, 529, 547, 555, 567

Per 100 inhabitants, 37, 58, 63, 71, 67, 69, 69, 71

Haiti, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 500, 3200, 3648, 4000, 4200, 6095, 7160, 6769

Per 100 inhabitants, 5, 33, 37, 40, 42, 60, 69, 65

Honduras, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1281, 6211, 8391, 9505, 8062, 7370, 7767, 7725

Per 100 inhabitants, 19, 85, 112, 125, 104, 93, 96, 94

Hungary, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 9320, 12224, 11792, 12012, 11690, 11579, 11590, 11726

Per 100 inhabitants, 92, 122, 118, 120, 117, 116, 116, 118

Iceland, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 283, 337, 340, 341, 344, 352, 356, 370

Per 100 inhabitants, 95, 109, 108, 107, 107, 108, 108, 111

India, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 90140, 346890, 525090, 752190, 893862, 864721, 8863043, 944009

Per 100 inhabitants, 8, 30, 44, 62, 73, 70, 713, 74

Indonesia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 46910, 140578, 163677, 211290, 249806, 281964, 313227, 319000

Per 100 inhabitants, 21, 60, 69, 88, 102, 114, 125, 126

Iran (Islamic Rep. of), 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 8511, 43000, 52555, 54052, 56043, 58158, 65246, 68891

Per 100 inhabitants, 12, 59, 71, 73, 74, 76, 84, 88

Iraq, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1533, 17529, 20117, 23264, 25519, 26756, 32450, 33000

Per 100 inhabitants, 6, 60, 67, 75, 80, 82, 96, 95

Ireland, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4270, 5048, 4704, 4701, 4906, 4906, 4880, 4876

Per 100 inhabitants, 103, 116, 107, 105, 108, 107, 105, 104

Israel, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 7757, 8982, 9022, 9111, 9200, 9225, 9500, 9500

Per 100 inhabitants, 117, 126, 124, 123, 122, 121, 123, 121

Italy, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 71500, 90341, 90033, 93666, 96041, 97189, 96863, 94200

Per 100 inhabitants, 122, 151, 150, 155, 158, 160, 159, 154

Jamaica, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1981, 2723, 2956, 3182, 2945, 2715, 2846, 2881

Per 100 inhabitants, 74, 100, 108, 116, 107, 98, 102, 103

Japan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 96484, 110395, 116295, 123287, 132761, 141129, 1478883f, 152696

Per 100 inhabitants, 76, 87, 91, 97, 104, 111, 116, 120

Jordan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 3138, 5314, 6014, 6620, 7483, 8984, 10314, 11092

Per 100 inhabitants, 60, 90, 97, 103, 111, 128, 142, 148

Kazakhstan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 5398, 14911, 17063, 19403, 25241, 30235, 30365, 28003

Per 100 inhabitants, 36, 96, 108, 122, 157, 186, 185, 169

Kenya, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4612, 16304, 19365, 24969, 28081, 30732, 31830, 33633

Per 100 inhabitants, 13, 42, 49, 61, 67, 71, 72, 74

Kiribati, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1, 1, 10, 11, 14, 16, 17, 18

Per 100 inhabitants, 1, 1, 10, 11, 14, 16, 17, 17

Kuwait, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1382, 1500, 2618, 3979, 4934, 5100, 6410, 7600

Per 100 inhabitants, 60, 56, 92, 133, 158, 157, 190, 218

Kyrgyzstan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 542, 3394, 4487, 5275, 6277, 6798, 6737, 7563

Per 100 inhabitants, 11, 65, 85, 99, 116, 124, 121, 134

Lao People's Dem. Rep., 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 658, 2022, 3235, 4003, 5481, 4300, 4613, 4619

Per 100 inhabitants, 11, 33, 52, 63, 84, 65, 68, 67

Latvia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1872, 2299, 2304, 2306, 2309, 2631, 2558, 2535

Per 100 inhabitants, 84, 108, 109, 110, 111, 128, 125, 124

Lebanon, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 994, 1427, 2390, 2864, 3457, 3755, 3885, 4387

Per 100 inhabitants, 25, 34, 56, 66, 77, 81, 81, 88

Lesotho, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 250, 593, 661, 987, 1232, 1545, 1790, 2137

Per 100 inhabitants, 13, 30, 33, 49, 61, 75, 86, 102

Liberia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 160, 855, 1085, 1571, 2021, 2380, 2551, 3225

Per 100 inhabitants, 5, 23, 28, 40, 50, 57, 59, 73

Libya, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2000, 7379, 9534, 10900, 10000, 9587, 10235, 10076

Per 100 inhabitants, 36, 126, 160, 180, 164, 156, 165, 161

Liechtenstein, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 28, 34, 35, 36, 37, 36, 38, 39

Per 100 inhabitants, 79, 96, 98, 98, 102, 98, 104, 104

Lithuania, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4353, 5023, 4961, 4891, 4938, 4997, 4566, 4423

Per 100 inhabitants, 132, 160, 160, 159, 162, 165, 151, 147

Luxembourg, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 510, 707, 720, 727, 765, 761, 788, 796

Per 100 inhabitants, 111, 145, 145, 143, 148, 145, 149, 148

Madagascar, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 510, 4835, 6284, 7712, 8681, 8779, 8461, 9009

Per 100 inhabitants, 3, 24, 31, 37, 40, 39, 37, 38

Malawi, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 421, 1508, 2486, 3117, 3952, 4647, 5290, 5133

Per 100 inhabitants, 3, 11, 17, 21, 26, 29, 32, 31

Malaysia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 19545, 27713, 30144, 33859, 36661, 41325, 43005, 44929

Per 100 inhabitants, 76, 102, 108, 120, 127, 141, 145, 149

Maldives, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 204, 436, 458, 494, 530, 561, 625, 666

Per 100 inhabitants, 68, 139, 143, 152, 160, 166, 181, 189

Mali, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 762, 3439, 4461, 7440, 10822, 14613, 19749, 23498

Per 100 inhabitants, 6, 26, 33, 53, 75, 98, 129, 149

Malta, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 324, 386, 422, 456, 522, 532, 557, 546

Per 100 inhabitants, 78, 92, 100, 107, 122, 124, 130, 127

Marshall Islands, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1, 0, 0, 0, 0, 0, 0, 16

Per 100 inhabitants, 1, 0, 0, 0, 0, 0, 0, 29

Mauritania, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 746, 2092, 2182, 2776, 3315, 4025, 3988, 3753

Per 100 inhabitants, 24, 61, 62', 77, 90, 106, 103, 94

Mauritius, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 657, 1033, 1087, 1191, 1294, 1486, 1534, 1652

Per 100 inhabitants, 54, 84, 89, 97, 105, 120, 123, 132

Mexico, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 47129, 75303, 83194, 91383, 94583, 100727, 103762, 102188

Per 100 inhabitants, 43, 66, 71, 78, 79, 83, 85, 83

Micronesia (Fed. States of), 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 14, 28, 28, 28, 28, 31, 31, 

Per 100 inhabitants, 13, 26, 26, 27, 27, 30, 30, 

Monaco, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 17, 22, 23, 23, 32, 33, 35, 34

Per 100 inhabitants, 51, 62, 63, 64, 85, 88, 94, 88

Mongolia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 557, 1763, 2249, 2510, 2942, 3375, 3526, 3027

Per 100 inhabitants, 22, 67, 84, 93, 107, 121, 124, 105

Montenegro, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 543, 1158, 1294, 1170, 1159, 991, 994, 1013

Per 100 inhabitants, 88, 187, 209, 189, 187, 160, 160, 163

Montserrat, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 0, 3, 3, 4, 4, 4, 5, 5

Per 100 inhabitants, 0, 66, 62, 85, 84, 83, 88, 88

Morocco, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 12393, 22816, 25311, 31982, 36554, 39016, 42424, 44115

Per 100 inhabitants, 41, 74, 81, 101, 114, 120, 129, 132

Mozambique, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1504, 4405, 5971, 7224, 7855, 8805, 12401, 18444

Per 100 inhabitants, 7, 19, 26, 30, 32, 35, 48, 70

Myanmar, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 129, 367, 502, 594, 1244, 3730, 6832, 26576

Per 100 inhabitants, 0, 1, 1, 1, 2, 7, 13, 49

Namibia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 449, 1052, 1632, 1950, 2194, 2147, 2728, 2671

Per 100 inhabitants, 22, 50, 76, 90, 99, 95, 118, 114

Nauru, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 0, 0, 0, 6, 7, 7, 0, 

Per 100 inhabitants, 0, 0, 0, 62, 67, 68, 0, 

Nepal, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 227, 4200, 5598, 9196, 13354, 16609, 21362, 23196

Per 100 inhabitants, 1, 16, 21, 34, 49, 60, 77, 82

Netherlands, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 15834, 20627, 20149, 19179, 19829, 19717, 19467, 19562

Per 100 inhabitants, 97, 125, 122, 115, 119, 118, 116, 116

New Caledonia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 134, 196, 210, 221, 227, 231, 241, 243

